"['mentok', 'melulu', 'di', 'pin', 'tiap', 'mau', 'log', 'in', 'tidak', 'bisa', 'masuk', 'terus']"
"['ada', 'bug', 'di', 'tambah', 'terang', 'lahir', 'anak', 'di', 'pilih', 'ulang', 'tahun', 'akhir', 'saya', 'cek', 'tanggal', '19', 'januari', 'tambah', 'ulang', 'tahun', 'cuma', 'sampai', '20', 'november', '2024', 'kan', 'harus', 'sampai', 'tanggal', '18', 'atau', '19', 'januari']"
"['terlalu', 'sering', 'betul', 'baru']"
"['di', 'baru', 'bahkan', 'lambat', 'parah', 'enak', 'versi', 'dulu', 'daripada', 'sekarang', 'foto', 'usg', 'hilang', 'pas', 'masuk', 'bahkan', 'macam', 'error', 'kesal']"
"['aplikasi', 'tidak', 'jelas', 'suruh', 'login', 'melulu']"
"['app', 'is', 'sangat', 'useful', 'especially', 'for', 'first', 'time', 'mom', 'si', 'like', 'myself', 'but', 'i', 've', 'been', 'experiencing', 'issues', 'dengan', 'it', 'lately', 'everytime', 'i', 'click', 'on', 'a', 'notification', 'for', 'a', 'certain', 'article', 'it', 'routes', 'me', 'to', 'irrelevant', 'parts', 'of', 'the', 'app', 'e', 'tidak', 'feeding', 'tracker', 'i', 'tried', 'to', 'uninstall', 'install', 'the', 'app', 'but', 'the', 'isu', 'persists', 'i', 'hope', 'this', 'gets', 'fixed', 'cause', 'i', 'really', 'love', 'using', 'it', 'and', 'would', 'be', 'sangat', 'much', 'appreciated', 'if', 'i', 'belum', 'use', 'all', 'the', 'features', 'tanpa', 'having', 'to', 'experience', 'problems']"
"['good', 'for', 'momy']"
"['yang', 'saya', 'tidak', 'suka', 'kenapa', 'harus', 'terus', 'an', 'baru']"
"['jelek', 'bnaget', 'selalu', 'keluar']"
"['aplikasi', 'tidak', 'guna', 'ngabisin', 'kuota', 'doang']"
"['suka', 'baby', 'track', 'yang', 'lama']"
"['kembali', 'hallobumil', 'yang', 'lama']"
"['kenapa', 'habis', 'diupdate', 'bahkan', 'tidak', 'bisa', 'pakai', 'selalu', 'ada', 'tulis', 'aduh', 'ada', 'yang', 'salah', 'sila', 'coba', 'lagi', 'padahal', 'mau', 'simpan', 'kick', 'counter', 'jadi', 'tidak', 'bisa', 'kalau', 'diretry', 'mesti', 'tunggu', 'dedek', 'gerak', 'lagi', 'mohon', 'baik', 'lagi', 'aplikasi']"
"['kenapa', 'iya', 'tiap', 'saya', 'ikut', 'survei', 'sal', 'kredit', 'vip', 'saya', 'tidak', 'masuk']"
"['banyak', 'iklan', 'kurang', 'nyaman', 'karena', 'tiap', 'baca', 'postingan', 'harus', 'tunggu', 'skip', 'iklan']"
"['lengkap', 'informasi', 'tiap', 'bulan', 'bagaimana', 'dan', 'apa', 'yang', 'mesti', 'dlakukan', 'atau', 'ceklistnya', 'tambah', 'lagi', 'buat', 'ibu', 'hamil']"
"['suruh', 'pilih', '3', 'topik', 'tapi', 'tidak', 'bisa', 'klik', 'selesai', 'kenapa', 'iya', 'jadi', 'begitu', 'terus']"
"['jadi', 'hilang', 'semua', 'daya']"
"['aplikasi', 'tidak', 'benar', 'masak', 'aku', 'hamil', 'sudah', '4', 'bulan', '16', 'minggu', 'pas', 'di', 'apl', 'nya', 'hamil', 'aku', 'sekarang', 'itu', 'jadi', '15', 'minggu', 'aneh']"
"['saya', 'mau', 'baru', 'try', 'again', 'terus', 'saya', 'kira', 'sinyal', 'saya', 'yang', 'tidak', 'bagus', 'tapi', 'aplikasi', 'yang', 'lain', 'masih', 'bisa', 'guna', 'tolong', 'baik']"
"['bagus', 'banget']"
"['aplikasi', 'sangat', 'lengkap', 'cuma', 'memori', 'handphone', 'ku', 'penuh']"
['ok']
"['bagus', 'apknya', 'tapi', 'tolong', 'kurang', 'notifikasi', 'yang', 'bikin', 'overthingking', 'iya', 'seperti', 'hamil', 'kosong', 'atau', 'hal', 'lain', 'tentang', 'keburu', 'dalam', 'hamil', 'bikin', 'overthingking', 'tahu', 'tidak']"
"['kasih', 'bintang', '3', 'sjh', 'karena', 'turut', 'saya', 'apl', 'kurang', 'lengkap', 'tidak', 'trsedia', 'untuk', 'pasu', 'kembang', 'anak', 'tiap', 'bulan', 'misal', 'bert', 'badan', 'dan', 'tinggi', 'bdannya', 'jadi', 'tidak', 'tahu', 'kembang', 'anak', 'apakah', 'naik', 'atau', 'turun']"
"['apakah', 'lama', 'tidak', 'bisa', 'di', 'buka']"
"['tidak', 'bisa', 'di', 'unduh']"
"['keluar', 'notifikasi', 'tidak', 'bisa', 'masuk', 'karena', 'perangkat', 'telah', 'ter', 'root', 'padahal', 'perangkat', 'saya', 'tidak', 'dalam', 'ada', 'root']"
"['baru', '21w', 'sudah', 'error', 'kuota', 'banyak', 'wifi', 'ada', 'bahkan', 'bilang', 'sinyal', 'nya', 'kurang', 'malas', 'kali', 'adalah', 'pakai', 'apakah', 'lain', 'saja']"
"['sangan', 'bantu']"
"['good', 'app', 'but', 'entering', 'the', 'time', 'in', 'the', 'bottom', 'sheet', 'is', 'super', 'frustrating', 'as', 'when', 'kamu', 'scroll', 'the', 'nomor', 'half', 'of', 'the', 'time', 'the', 'bottom', 'sheet', 'closes']"
['bagus']
"['kenapa', 'tidak', 'bisa', 'daftar', 'sudah', 'berapa', 'kali', 'daftar', 'tidak', 'bisa']"
['uh']
"['admin', 'tap', 'tidak', 'bijak', 'dan', 'sangat', 'tidak', 'profesional', 'dalam', 'selesai', 'masalah', 'yang', 'ada', 'di', 'aplikasi', 'kena', 'dengan', 'postingan2', 'member', 'tap']"
"['awal', 'unduh', 'lancar', 'terus', 'lambat', 'puol', 'kenapa']"
"['tidak', 'bisa', 'pencet', 'baca', 'artikel', 'lain', 'atau', 'baca', 'postingan', 'lain', 'padahal', 'dulu', 'bisa', 'bisa', 'saja', 'sudah', 'diuninstall', 'install', 'ulang', 'sudah', 'juga', 'versi', 'baru', 'tapi', 'tetap', 'tidak', 'bisa', 'aneh', 'dan', 'rugi', 'guna']"
"['saya', 'dapat', 'chat', 'via', 'whatsapp', 'tanggal', '10', 'februari', 'kata', 'menang', 'mini', 'kontes', 'hadiah', 'saldo', 'ovo', 'suruh', 'kirim', 'nama', 'dan', 'no', 'ovo', 'sudah', 'saya', 'kirim', 'tapi', 'sampai', 'sekarang', 'tidak', 'ada', 'uang', 'saldo', 'masuk']"
"['baru', 'mau', 'login', 'saja', 'susah', 'banget', 'sudah', 'berhari2', 'tidak', 'bisa']"
"['saya', 'kasih', 'bintang', 'tiga', 'dulu', 'iya', 'bun', 'soalny', 'saya', 'baru', 'jadi', 'belum', 'tahu', 'bagai', 'mana', 'apakah', 'ini']"
"['apa', 'happened', 'a', 'try', 'again', 'error', 'always', 'occurs', 'tried', 'to', 'uninstall', 'and', 'reinstall', 'but', 'it', 'won', 't', 'continue', 'to', 'my', 'account', 'it', 'si', 'stuck', 'at', 'the', 'login', 'page']"
"['apakah', 'nya', 'jadi', 'harus', 'sering', 'di', 'baru']"
"['saya', 'kecewa', 'banget', 'sama', 'app', 'nya', 'parah', 'di', 'dalam', 'banyak', 'orang', 'orang', 'yang', 'selalu', 'nyinyir', 'padahal', 'saya', 'beri', 'saran', 'tidak', 'buruk', 'buruk', 'amat', 'tapi', 'orang', 'orang', 'nya', 'pada', 'komentar', 'bla', 'bla', 'kata', 'maki', 'begitu', 'ya', 'ampun', 'bikin', 'sakit', 'hati', 'banget', 'tolong', 'dong', 'di', 'maksimalin', 'lagi', 'biar', 'tidak', 'dan', 'komentar', 'ke', 'kalau', 'bisa']"
"['daftar', 'saja', 'ribet', 'tertawa']"
"['kira', 'aku', 'doang', 'yang', 'tidak', 'bisa', 'di', 'buka', 'apakah', 'nya', 'nyata', 'banyak', 'juga', 'kayak', 'harus', 'ganti', 'apakah', 'karena', 'memang', 'tidak', 'di', 'buka', 'sama', 'sekali', 'padahal', 'sudah', 'baru']"
"['telah', 'di', 'baru', 'apakah', 'nya', 'jadi', 'jelek', 'banget', 'langsung', 'saya', 'hapus', 'saja']"
"['sedih', 'banget', 'sekarang', 'tap', 'aneh', 'adminnya', 'tidak', 'ernah', 'respon', 'talentnya', 'grup', 'tele', 'feenya', 'mundur', 'terus', 'hilang', 'percaya', 'kalau', 'mau', 'apply', 'job']"
"['minta', 'a', 'di', 'baru', 'melulu', 'payah', 'ini']"
"['aplikasi', 'apa', 'sih', 'bikin', 'handphone', 'lambat', 'parah']"
"['awal', 'suka', 'sama', 'aplikasi', 'ini', 'tapi', 'kenapa', 'pas', 'di', 'tingkat', 'jadi', 'eror', 'tidak', 'bisa', 'masuk', 'padahal', 'sudah', 'punya', 'akun', 'nya']"
"['bad', 'app', 'kenapa', 'belum', 't', 'i', 'choose', 'the', 'language', 'for', 'myself', 'urgh', 'it', 'si', 'sangat', 'annoying']"
"['kenapa', 'iya', 'saya', 'mau', 'baru', 'vip', 'member', 'selalu', 'tidak', 'bisa', 'instagram', 'saya', 'tidak', 'bisa', 'di', 'baru', 'masih', 'instagram', 'yang', 'lama']"
"['currently', 'have', 'problems', 'to', 'view', 'progress', 'when', 'uninstall', 'and', 'reinstall', 'again', 'can', 'not', 'log', 'in']"
"['min', 'tanggal', 'posting', 'suruh', 'nyantumin', 'bahkan', 'anonim', 'yang', 'hapus', 'kemarin', 'temu', 'beberapa', 'postingan', 'lama', 'ke', 'up', 'lagi', 'lucu', 'karena', 'sudah', 'tidak', 'relevan', 'lagi']"
['lumayan']
"['aflikasi', 'nya', 'bagus', 'cuma', 'kadang', 'tidak', 'bisa', 'belanja', 'di', 'baharu', 'terus']"
"['kenapa', 'kalau', 'buka', 'beranda', 'sekarang', 'selalu', 'puter', 'iya', 'jadi', 'tambah', 'ribet', 'ini', 'apakah']"
"['sangat', 'good', 'terima', 'kasih', 'asianparent', 'sangat', 'bantu']"
"['stak', 'tidak', 'bisa', 'masuk', 'mentok', 'masih', 'di', 'awal', 'aplikasi', 'tidak', 'jelas']"
"['tidak', 'bisa', 'simpan', 'usia', 'hamil', 'padahal', 'sudah', 'positif', 'hamil']"
['good']
"['aplikasi', 'makin', 'di', 'baru', 'makin', 'ngebug', 'tidak', 'jelas']"
"['after', 'the', 'baru', 'the', 'bug', 'is', 'masih', 'there']"
"['makin', 'berat', 'rasa', 'lama', 'banget', 'operasi', 'mau', 'lihat', 'komen', 'di', 'postingan', 'forum', 'orang', 'lain', 'tidak', 'bisa']"
"['kenapa', 'sih', 'pas', 'sudah', 'updet', 'susah', 'banget', 'mau', 'lihat', 'notifikasi', 'nya', 'sama', 'susah', 'loading', 'terus', 'padahal', 'belum', 'nya', 'lancar', 'lancar', 'saja']"
"['astagfirullah', 'baru', 'mau', 'coba', 'sudah', 'ganggu', 'saja', 'sudah', 'unistal', 'begitu', 'lagi', 'begitu', 'lagi', 'hapus', 'saja', 'akunny', 'mau', 'ambil', 'data', 'doang', 'apa', 'bagaimana', 'shuudzon', 'kan', 'jadi']"
"['bagaimana', 'cara', 'kita', 'bisa', 'tahu', 'detak', 'jantg', 'janin']"
"['tiba', 'tiba', 'aplikasi', 'eror', 'tidak', 'bisa', 'buka', 'di', 'klik', 'saja', 'tidak', 'jadi', 'apa', 'apa']"
"['buruk', 'sekali', 'not', 'recommended']"
"['telah', 'aplikasi', 'di', 'upgare', 'semua', 'data', 'data', 'awal', 'tidak', 'bisa', 'pulih', 'bintang', 'satu', 'ya', 'min', 'he']"
"['pas', 'di', 'baru', 'data', 'data', 'yang', 'belum', 'nya', 'tidak', 'bisa', 'di', 'akses', 'bahkan', 'suruh', 'isi', 'data', 'ulang', 'hpl', 'lenceng', 'jauh', 'minggu', 'nya', 'kacau']"
"['sering', 'logout', 'sendiri', 'koneksi', 'internet', 'padahal', 'bagus']"
"['cari', 'tidak', 'bisa', 'selalu', 'tidak', 'ada', 'topik', 'yang', 'cari']"
"['not', 'responding', 'e']"
"['sudah', 'ulang', 'kali', 'saya', 'hapus', 'aplikasi', 'ini', 'dan', 'saya', 'unduh', 'lagi', 'kenapa', 'harus', 'masuk', 'pakai', 'akun', 'daftar', 'nya']"
"['aplikasi', 'ini', 'sangat', 'bantu', 'ku', 'untuk', 'hitung', 'minggu']"
"['kok', 'tidak', 'bisa', 'di', 'unduh']"
"['not', 'bad']"
"['aju', 'tanya', 'tidak', 'ada', 'yang', 'jawab', 'tukar', 'point', 'sekarang', '3000', 'lebih', 'pakai', 'ongkos', 'kirim', 'pula', 'beda', 'dari', 'yang', 'dulu', 'orang', 'nya', 'enak', 'hadiah', 'nya', 'tarik']"
"['makin', 'buruk', 'telah', 'di', 'tingkat', 'data', 'hilang', 'sendiri', 'mesti', 'ulang', 'lagi', 'masuk', 'hpht', 'tingkat', 'tanpa', 'pemberitahuan', 'iya', 'kalau', 'lebih', 'bagus', 'ini', 'adalah', 'bukan', 'tingkat', 'tapi', 'downgrade', 'karena', 'apakah', 'yang', 'baru', 'tidak', 'lebih', 'bagus', 'dari', 'yang', 'lama', 'goodbye', 'iya', 'sudah', 'malas', 'saya', 'pakai', 'apakah', 'ini']"
"['moga', 'dapat', 'bantu', 'saya']"
"['sudah', 'di', 'atur', 'bahasa', 'indonesia', 'tapi', 'terang', 'tentang', 'anak', 'kok', 'masih', 'pakai', 'bahasa', 'inggris']"
"['kenapa', 'saya', 'tidak', 'bisa', 'daftarkn', 'akun', 'di', 'halo', 'ibu', 'hamil']"
"['kok', 'tidak', 'bisa', 'masuk', 'akun', 'iya', 'sudah', 'ada', 'balas', 'an', 'dari', 'email', 'tapi', 'kok', 'tidak', 'verifikasi', 'terus', 'kenapa', 'iya']"
"['tolong', 'baik', 'aplikasi', 'tidak', 'bisa', 'buka']"
['suka']
"['kecewa', 'sih', 'telah', 'baru', 'bahkan', 'seperti', 'begitu', 'aplikasi']"
"['kok', 'aku', 'tidak', 'bisa', 'unduh', 'iya', 'sinyal', 'bagus', 'tapi', 'puter', 'terus', 'dari', 'kemarin']"
"['maaf', 'uninstall', 'banyak', 'ribut', 'sama', 'guna', 'terus', 'temu', 'postingan', 'polling', 'dari', 'admin', 'yang', 'tidak', 'banget', 'tidak', 'ada', 'manfaat', 'isi', 'komentar', 'ibu', 'ibu', 'tengkar', 'semua', 'terima', 'kasih', 'sudah', 'tani', 'hari', 'hari', 'lama', '3', 'tahun', 'sekarang', 'tap', 'sudah', 'tidak', 'nyaman', 'tidak', 'kayak', 'dulu']"
"['kenapa', 'tidak', 'bisa', 'di', 'buka', 'iya', 'aplikasi', 'nya', 'kata', 'ada', 'ganggu', 'terus', 'bagaimana', 'ini']"
"['barusan', 'baru', 'dan', 'aplikasi', 'jadi', 'lama', 'ngebuka', 'nya']"
"['mau', 'coba', 'untuk', 'konsultasi', 'ke', 'dari', 'obgyn', 'sudah', 'bayar', 'tapi', 'saat', 'mau', 'chat', 'dari', 'nya', 'tidak', 'bisa', 'terus', 'dan', 'aplikasi', 'keluar', 'coba', 'masuk', 'ke', 'aplikasi', 'tapi', 'tetap', 'tidak', 'bisa', 'chat', 'ke', 'dari']"
"['sangat', 'bantu']"
"['lumayan', 'sih', 'bisa', 'bantu']"
"['belum', 'kamu', 'solusi', 'the', 'masalah', 'i', 'belum', 't', 'login', 'dengan', 'facebook', 'anymore', 'i', 'don', 't', 'know', 'apa', 'happened']"
"['aplikasi', 'tidak', 'jelas', 'bikin', 'handphone', 'super', 'lambat', 'error']"
"['bosan', 'tiap', 'mau', 'buka', 'harus', 'baru', 'dulu', 'ngabisin', 'kuota', 'saja']"
"['mengapa', 'iya', 'ketika', 'mau', 'buka', 'aplikasi', 'ada', 'terang', 'crash', 'lapor', 'mohon', 'solusi', 'iya', 'belum', 'sempat', 'sudah', 'install', 'di', 'handphone', 'satu', 'bisa', 'dan', 'aplikasi', 'bantu', 'banget', 'mohon', 'solusi', 'iya', 'kenapa', 'kok', 'crash', 'lapor', 'itu', 'terima', 'kasih']"
"['telah', 'di', 'baru', 'jadi', 'banyak', 'iklan', 'kalau', 'di', 'back', 'suka', 'bahkan', 'buka', 'ke', 'app', 'toko', 'oren', 'atau', 'toko', 'biru', 'tlong', 'kembali', 'lagi', 'tap', 'yang', 'dulu', 'yang', 'tidak', 'banyak', 'iklan', 'jadi', 'tidak', 'ganggu']"
"['kecewa', 'baru', 'unduh', 'langsung', 'isi', 'data', 'isi', '3', 'yang', 'dsukai', 'tapi', 'tidak', 'bisa', 'klik', 'selanjutny']"
"['sekali', 'nya', 'komen', 'tinjau', 'melulu', 'padahal', 'komen', 'nya', 'biasa', 'saja', 'bahkan', 'justru', 'beri', 'saran', 'aneh', 'memang']"
"['moga', 'manfaat']"
"['telah', 'di', 'baru', 'bahkan', 'tidak', 'bisa', 'log', 'in', 'tidak', 'jelas', 'ini']"
"['kecewa', 'banget', 'padahal', 'sudah', 'nyaman', 'kenapa', 'harus', 'baru', 'dan', 'harus', 'login', 'lagi']"
"['lah', 'kenapa', 'pakai', 'kuota', 'sih', 'tidak', 'offline', 'kalau', 'kayak', 'begini', 'adalah', 'rugi', 'kuota', 'bahkan', 'boros', 'cepat', 'banget', 'sedot', 'kuota', 'saya', 'paling', 'tidak', 'suka', 'apknya', 'hanya', 'buat', 'rugi', 'konsumen', 'kalau', 'kayak', 'begitu', 'adalah', 'tidak', 'kasih', 'bintang', 'satu', 'saja', 'kalau', 'offline', 'baru', 'deh', '5bintang', 'plus', 'jempol']"
"['ini', 'kembang', 'bayi', 'kok', 'tidak', 'sesuai', 'iya', 'sama', 'data', 'yang', 'di', 'masuk', 'bagaimana', 'sih']"
"['tiap', 'buka', 'aplikasi', 'loading', 'terus', 'padahal', 'sinyal', 'bagus', 'begitu', 'kalau', 'di', 'baru', 'stuk', 'diam', 'saja', 'bagus', 'versi', 'yang', 'lama']"
"['suka', 'eror', 'sekarang', 'adalah']"
"['that', 'app', 'is', 'the', 'best']"
"['kok', 'sekarang', 'jelas', 'tumbuh', 'kembang', 'anak', 'pakai', 'bahasa', 'inggris', 'semua', 'bagaimana', 'cara', 'nya', 'biar', 'balik', 'lagi', 'ke', 'bahasa', 'indonesia', 'ya']"
"['sangat', 'bagus', 'dan', 'baik', 'untung', 'saya']"
"['mes', 'harus', 'updte', 'terus', 'sok', 'far', 'sok', 'good']"
"['it', 'si', 'too', 'much', 'for', 'women', 'pregnant', 'and', 'giving', 'birth', 'to', 'a', 'lot', 'of', 'drama', 'especially', 'when', 'she', 'gives', 'birth', 'even', 'though', 'it', 'si', 'just', 'pushing', 'the', 'baby', 'out', 'of', 'the', 'stomach', 'using', 'all', 'the', 'drama', 'it', 'si', 'not', 'strong', 'and', 'the', 'pain', 'feels', 'like', 'i', 'want', 'to', 'dia', 'here', 'let', 'me', 'just', 'replace', 'it', 'at', 'least', 'the', 'pain', 'is', 'just', 'like', 'defecating', 'just', 'v']"
"['sudah', '3hari', 'ini', 'aplikasi', 'tidak', 'bisa', 'di', 'buka', 'sedih', 'banget', 'deh']"
['slow']
"['telah', 'baru', 'bahkan', 'banyak', 'yang', 'hilang', 'fotobyang', 'kumpul', 'tidak', 'bisa', 'bagi', 'lagi']"
"['sangat', 'kecewa', 'tanggal', 'bulan', 'dan', 'tahun', 'tidak', 'bisa', 'ubah']"
['c']
"['good', 'application', 'to', 'get', 'some', 'information']"
"['baru', 'mau', 'mendownload', 'moga', 'hasil', 'sudah', '5', 'bulan', 'meni', 'belum', 'dapat', '2', 'garis']"
"['it', 'is', 'sangat', 'educative', 'although', 'i', 'have', 'tried', 'asking', 'questions', 'through', 'the', 'post', 'provided', 'but', 'no', 'one', 'provides', 'the', 'answers', 'sok', 'annoying', 'efforts', 'should', 'be', 'made', 'in', 'answering', 'worried', 'questions', 'terima', 'kasih']"
"['bulan', 'kemarin', 'baru', 'isi', 'hpht', 'sudah', 'gantung', 'banget', 'jadwal', 'pakai', 'aplikasi', 'ini', 'tb2', 'minta', 'login', 'ulang', 'terus', 'mulai', 'program', 'dari', 'awal', 'mana', 'lupa', 'tanggal', 'sumpah', 'wasting', 'time']"
"['bagus', 'sih', 'tapi', 'pas', 'posting', 'tanya', 'jawab', 'eror', 'terus', 'tidak', 'bisa', 'posting', 'herman']"
"['tidak', 'bisa', 'buka', 'telah', 'di', 'instal']"
['penting']
"['aplikasi', 'tidak', 'bisa', 'di', 'buka', 'komplain', 'di', 'email', 'tidak', 'ada', 'balas', 'atau', 'bantu', 'padahal', 'lama', 'hamil', 'kemarin', 'aplikasi', 'ini', 'bagus', 'banget', 'sekarang', 'aplikasi', 'cacat']"
"['kenapa', 'simulasi', 'gambar', 'janin', 'tidak', 'muncul', 'padahal', 'biasa', 'muncul', 'sudah', 'log', 'out', 'dan', 'log', 'in', 'kembali', 'masih', 'tetap', 'sudah', 'uninstal', 'masih', 'tetap', 'juga', 'sudah', 'email', 'tapi', 'tidak', 'ada', 'balas', 'tolong', 'responnya', 'iya', 'min']"
"['quite', 'useful', 'informative', 'for', 'mom', 'to', 'be', 'like', 'me', 'but', 'there', 'are', '3', 'pikir', 'i', 'dislike', 'hope', 'there', 'would', 'be', 'an', 'improvement', '1', 'community', 'tab', 'which', 'i', 'didn', 't', 'find', 'it', 'sangat', 'useful', 'often', 'found', 'people', 'asks', 'talks', 'about', 'uncomfortable', 'topics', 'famili', 'problems', 'there', 'are', 'also', 'inappropriate', 'judgmental', 'answers', 'which', 'tends', 'to', 'bring', 'negativity', 'unpleasant', 'experience', '2', 'in', 'app', 'iklan', 'the', 'size', 'of', 'it', 'quite', 'disturbing', '3', 'many', 'articles', 'dengan', 'negative', 'and', 'unsettling', 'titles', 'negtv', 'kata', 'not', 'always', 'works', 'better']"
"['kok', 'istri', 'gue', 'tidak', 'bisa', 'hamil']"
"['kenapa', 'aplikasi', 'tidak', 'bisa', 'di', 'buka', 'lagi', 'iya', 'padahal', 'sangat', 'bantu', 'tapi', 'kok', 'eror', 'terus', 'kira', 'sinyal', 'yang', 'eror', 'tenyta', 'memang', 'tidak', 'bisa', 'di', 'buka', 'loding', 'terus']"
"['aplikasi', 'ibu', 'hamil', 'memang', 'bantu', 'sekali', 'dan', 'ada', 'grup', 'yang', 'bisa', 'mensharing', 'tapi', 'sangat', 'sayang', 'karena', 'admin', 'nya', 'sangat', 'tidak', 'sopan', 'tidak', 'netral', 'kes', 'arogan', 'ini', 'cara', 'ngerekrut', 'nya', 'bagaimana', 'sih', 'harus', 'kalau', 'memang', 'tidak', 'bisa', 'kelola', 'emosi', 'jangan', 'jadi', 'admin', 'tolong', 'bijaksana', 'human', 'resources', 'departement', 'nya', 'tidak', 'becus']"
"['sudah', 'bagus', 'banget', 'sih', 'aplikasi', 'saagat', 'bantu', 'tapi', 'kalau', 'boleh', 'usul', 'tambah', 'fitur', 'untuk', 'hitung', 'kontraksi', 'salin']"
"['terima', 'kasih', 'aplksihnya', 'bantu']"
['ribet']
